Account Number,Account Name,Customer Mobile,Transaction Date,Narration,Debit,Credit,Balance,Ref No
433036541458,Saumya Mall,+918634216073,01/06/2026 17:17:02,RTGS/Udant Dewan/100000010669,5757.83,,296796.05,100000010669
433036541458,Saumya Mall,+918634216073,01/06/2026 17:30:50,NEFT/Ayushman Chander/100000010448,,15017.35,311813.4,100000010448
433036541458,Saumya Mall,+918634216073,01/06/2026 22:44:49,NEFT/Ayushman Chander/100000014406,,982268.26,1294081.66,100000014406
433036541458,Saumya Mall,+918634216073,01/06/2026 23:04:49,NEFT/Rushil Saini/100000014461,,949919.71,2244001.37,100000014461
433036541458,Saumya Mall,+918634216073,01/06/2026 23:24:49,NEFT/Gagan Sami/100000014524,,970767.75,3214769.12,100000014524
433036541458,Saumya Mall,+918634216073,01/06/2026 23:44:49,NEFT/Aryan Maharaj/100000014529,,931345.82,4146114.94,100000014529
433036541458,Saumya Mall,+918634216073,02/06/2026 00:04:49,NEFT/Gagan Sami/100000014573,,953671.53,5099786.47,100000014573
433036541458,Saumya Mall,+918634216073,02/06/2026 04:59:49,RTGS/Viraj Tiwari/100000014773,,628916.5,5728702.97,100000014773
433036541458,Saumya Mall,+918634216073,02/06/2026 05:14:49,RTGS/Aryan Maharaj/100000014779,610049.01,,5118653.96,100000014779
433036541458,Saumya Mall,+918634216073,02/06/2026 08:44:49,IMPS/Aryan Maharaj/100000014795,200979.03,,4917674.93,100000014795
433036541458,Saumya Mall,+918634216073,02/06/2026 09:24:49,IMPS/Udant Dewan/100000014987,,200979.03,5118653.96,100000014987
433036541458,Saumya Mall,+918634216073,04/06/2026 03:51:49,RTGS/Rushil Saini/100000010963,,40908.76,5159562.72,100000010963
433036541458,Saumya Mall,+918634216073,04/06/2026 07:02:59,RTGS/Udant Dewan/100000010559,28000.74,,5131561.98,100000010559
433036541458,Saumya Mall,+918634216073,04/06/2026 12:07:49,UPI/rushil134@icic/Rushil Saini/100000011554,,21834.0,5153395.98,100000011554
433036541458,Saumya Mall,+918634216073,05/06/2026 05:45:21,NEFT/Viraj Tiwari/100000011202,,36548.97,5189944.95,100000011202
433036541458,Saumya Mall,+918634216073,05/06/2026 13:19:17,RTGS/Udant Dewan/100000011780,,36851.42,5226796.37,100000011780
433036541458,Saumya Mall,+918634216073,06/06/2026 03:31:08,UPI/udant763@icic/Udant Dewan/100000011128,,48560.53,5275356.9,100000011128
433036541458,Saumya Mall,+918634216073,06/06/2026 13:54:50,NEFT/Udant Dewan/100000010758,,42328.0,5317684.9,100000010758
433036541458,Saumya Mall,+918634216073,06/06/2026 20:58:05,UPI/aryan285@hdfc/Aryan Maharaj/100000011235,,49230.7,5366915.6,100000011235
433036541458,Saumya Mall,+918634216073,07/06/2026 04:15:52,RTGS/Nathaniel Sami/100000011472,,2145.42,5369061.02,100000011472
433036541458,Saumya Mall,+918634216073,08/06/2026 07:14:57,NEFT/Nathaniel Sami/100000011084,,42079.74,5411140.76,100000011084
433036541458,Saumya Mall,+918634216073,08/06/2026 20:36:39,UPI/gagan60@punb/Gagan Sami/100000011581,31254.7,,5379886.06,100000011581
433036541458,Saumya Mall,+918634216073,08/06/2026 22:31:58,NEFT/Gagan Sami/100000010663,,42553.99,5422440.05,100000010663
433036541458,Saumya Mall,+918634216073,08/06/2026 23:03:20,UPI/ayushman474@utib/Ayushman Chander/100000011630,,22028.52,5444468.57,100000011630
433036541458,Saumya Mall,+918634216073,09/06/2026 03:57:00,IMPS/Nathaniel Sami/100000011290,,19716.28,5464184.85,100000011290
433036541458,Saumya Mall,+918634216073,09/06/2026 09:45:54,RTGS/Nathaniel Sami/100000011017,,35894.43,5500079.28,100000011017
433036541458,Saumya Mall,+918634216073,09/06/2026 18:25:09,UPI/udant763@icic/Udant Dewan/100000011522,41906.61,,5458172.67,100000011522
433036541458,Saumya Mall,+918634216073,10/06/2026 08:54:53,RTGS/Ayushman Chander/100000010526,,7271.33,5465444.0,100000010526
433036541458,Saumya Mall,+918634216073,11/06/2026 07:54:47,IMPS/Rushil Saini/100000010794,,38837.92,5504281.92,100000010794
433036541458,Saumya Mall,+918634216073,11/06/2026 22:48:54,RTGS/Aryan Maharaj/100000010891,13297.66,,5490984.26,100000010891
433036541458,Saumya Mall,+918634216073,12/06/2026 21:02:12,RTGS/Nathaniel Sami/100000011713,34147.85,,5456836.41,100000011713
433036541458,Saumya Mall,+918634216073,13/06/2026 03:22:29,IMPS/Gagan Sami/100000011387,,18562.8,5475399.21,100000011387
433036541458,Saumya Mall,+918634216073,13/06/2026 06:20:16,NEFT/Viraj Tiwari/100000010737,945.93,,5474453.28,100000010737
433036541458,Saumya Mall,+918634216073,14/06/2026 11:31:58,UPI/gagan952@sbin/Gagan Sami/100000010655,15619.58,,5458833.7,100000010655
