Account Number,Account Name,Customer Mobile,Transaction Date,Narration,Debit,Credit,Balance,Ref No
11718227824896,Gagan Sami,+919270482814,01/06/2026 07:59:38,UPI/saumya696@utib/Saumya Mall/100000006128,,48320.61,111905.01,100000006128
11718227824896,Gagan Sami,+919270482814,01/06/2026 16:43:00,IMPS/Ayushman Chander/100000006257,,36751.84,148656.85,100000006257
11718227824896,Gagan Sami,+919270482814,01/06/2026 17:10:08,IMPS/Ayushman Chander/100000006195,16414.8,,132242.05,100000006195
11718227824896,Gagan Sami,+919270482814,01/06/2026 23:24:49,NEFT/Saumya Mall/100000014524,970767.75,,-838525.7,100000014524
11718227824896,Gagan Sami,+919270482814,02/06/2026 19:13:36,RTGS/Nathaniel Sami/100000006403,22973.21,,-861498.91,100000006403
11718227824896,Gagan Sami,+919270482814,03/06/2026 00:50:51,IMPS/Nathaniel Sami/100000005968,,4376.25,-857122.66,100000005968
11718227824896,Gagan Sami,+919270482814,03/06/2026 06:13:18,IMPS/Nathaniel Sami/100000006607,,34711.12,-822411.54,100000006607
11718227824896,Gagan Sami,+919270482814,03/06/2026 06:26:16,UPI/viraj430@sbin/Viraj Tiwari/100000006048,,36670.88,-785740.66,100000006048
11718227824896,Gagan Sami,+919270482814,03/06/2026 07:37:01,NEFT/Ayushman Chander/100000006652,,47847.11,-737893.55,100000006652
11718227824896,Gagan Sami,+919270482814,04/06/2026 18:45:41,IMPS/Saumya Mall/100000006485,44731.24,,-782624.79,100000006485
11718227824896,Gagan Sami,+919270482814,05/06/2026 22:36:48,IMPS/Aryan Maharaj/100000005831,30389.88,,-813014.67,100000005831
11718227824896,Gagan Sami,+919270482814,06/06/2026 02:21:02,NEFT/Aryan Maharaj/100000005852,20178.93,,-833193.6,100000005852
11718227824896,Gagan Sami,+919270482814,07/06/2026 05:57:23,IMPS/Nathaniel Sami/100000005416,,2227.59,-830966.01,100000005416
11718227824896,Gagan Sami,+919270482814,07/06/2026 18:06:23,NEFT/Udant Dewan/100000005934,,29442.66,-801523.35,100000005934
11718227824896,Gagan Sami,+919270482814,08/06/2026 09:24:41,UPI/udant763@icic/Udant Dewan/100000006740,38669.2,,-840192.55,100000006740
11718227824896,Gagan Sami,+919270482814,08/06/2026 11:11:59,RTGS/Udant Dewan/100000005694,,29795.71,-810396.84,100000005694
11718227824896,Gagan Sami,+919270482814,10/06/2026 03:48:49,NEFT/Udant Dewan/100000005779,38332.96,,-848729.8,100000005779
11718227824896,Gagan Sami,+919270482814,10/06/2026 17:55:56,NEFT/Rushil Saini/100000006308,20424.95,,-869154.75,100000006308
11718227824896,Gagan Sami,+919270482814,10/06/2026 23:26:18,NEFT/Nathaniel Sami/100000005434,,31647.08,-837507.67,100000005434
11718227824896,Gagan Sami,+919270482814,11/06/2026 04:09:45,UPI/aryan285@hdfc/Aryan Maharaj/100000005559,29577.99,,-867085.66,100000005559
11718227824896,Gagan Sami,+919270482814,11/06/2026 07:49:11,NEFT/Saumya Mall/100000005652,31157.37,,-898243.03,100000005652
11718227824896,Gagan Sami,+919270482814,11/06/2026 16:54:11,UPI/viraj430@sbin/Viraj Tiwari/100000006579,,41675.2,-856567.83,100000006579
11718227824896,Gagan Sami,+919270482814,12/06/2026 10:10:41,RTGS/Aryan Maharaj/100000005491,,37246.09,-819321.74,100000005491
11718227824896,Gagan Sami,+919270482814,12/06/2026 19:52:10,NEFT/Rushil Saini/100000005401,1737.03,,-821058.77,100000005401
11718227824896,Gagan Sami,+919270482814,14/06/2026 15:18:35,IMPS/Saumya Mall/100000006565,46717.48,,-867776.25,100000006565
11718227824896,Gagan Sami,+919270482814,14/06/2026 19:52:21,UPI/viraj430@sbin/Viraj Tiwari/100000005682,36251.69,,-904027.94,100000005682
