Account Number,Account Name,Customer Mobile,Transaction Date,Narration,Debit,Credit,Balance,Ref No
73545494808,Lajita Chatterjee,+916473799650,01/06/2026 08:48:14,UPI/aryan285@hdfc/Aryan Maharaj/100000044639,23166.12,,406173.17,100000044639
73545494808,Lajita Chatterjee,+916473799650,03/06/2026 17:37:29,RTGS/Hemangini Lalla/100000044175,37542.93,,368630.24,100000044175
73545494808,Lajita Chatterjee,+916473799650,04/06/2026 22:23:21,UPI/saumya696@utib/Saumya Mall/100000044272,11639.5,,356990.74,100000044272
73545494808,Lajita Chatterjee,+916473799650,05/06/2026 03:56:21,IMPS/Chakradev Kari/100000043763,37735.29,,319255.45,100000043763
73545494808,Lajita Chatterjee,+916473799650,05/06/2026 09:22:01,RTGS/Udant Dewan/100000046209,13898.36,,305357.09,100000046209
73545494808,Lajita Chatterjee,+916473799650,05/06/2026 19:40:17,IMPS/Gagan Sami/100000045845,37921.1,,267435.99,100000045845
73545494808,Lajita Chatterjee,+916473799650,06/06/2026 01:05:03,RTGS/Saumya Mall/100000045250,3882.51,,263553.48,100000045250
73545494808,Lajita Chatterjee,+916473799650,06/06/2026 08:39:10,NEFT/Dominic Kakar/100000046199,3955.39,,259598.09,100000046199
73545494808,Lajita Chatterjee,+916473799650,06/06/2026 13:35:39,NEFT/Janya Gaba/100000044963,,39512.54,299110.63,100000044963
73545494808,Lajita Chatterjee,+916473799650,06/06/2026 18:11:31,IMPS/Nihal Shere/100000045919,46496.8,,252613.83,100000045919
73545494808,Lajita Chatterjee,+916473799650,06/06/2026 19:51:33,IMPS/Aryan Maharaj/100000045414,,9341.67,261955.5,100000045414
73545494808,Lajita Chatterjee,+916473799650,06/06/2026 21:47:20,UPI/lajita17@sbin/Lajita Mall/100000044582,16035.62,,245919.88,100000044582
73545494808,Lajita Chatterjee,+916473799650,06/06/2026 22:12:00,UPI/hemangini67@sbin/Hemangini Lalla/100000043947,2063.79,,243856.09,100000043947
73545494808,Lajita Chatterjee,+916473799650,06/06/2026 23:47:58,UPI/ayushman474@utib/Ayushman Chander/100000045811,15937.49,,227918.6,100000045811
73545494808,Lajita Chatterjee,+916473799650,07/06/2026 02:59:00,UPI/tara924@punb/Tara Dhar/100000043987,9805.3,,218113.3,100000043987
