Account Number,Account Name,Customer Mobile,Transaction Date,Narration,Debit,Credit,Balance,Ref No
05152204727,Daksh Karnik,+919506068536,01/06/2026 02:10:31,IMPS/Udant Dewan/100000105893,32491.71,,331497.17,100000105893
05152204727,Daksh Karnik,+919506068536,01/06/2026 07:31:51,IMPS/Hemangini Lalla/100000106599,,9701.81,341198.98,100000106599
05152204727,Daksh Karnik,+919506068536,01/06/2026 08:27:13,RTGS/Anamika Kanda/100000104408,41948.73,,299250.25,100000104408
05152204727,Daksh Karnik,+919506068536,01/06/2026 21:38:21,RTGS/Rushil Saini/100000104527,41709.7,,257540.55,100000104527
05152204727,Daksh Karnik,+919506068536,04/06/2026 11:37:00,UPI/viraj430@sbin/Viraj Tiwari/100000106758,12308.23,,245232.32,100000106758
05152204727,Daksh Karnik,+919506068536,04/06/2026 13:19:06,NEFT/Ayushman Chander/100000105562,,21990.47,267222.79,100000105562
05152204727,Daksh Karnik,+919506068536,04/06/2026 14:41:48,UPI/tripti506@hdfc/Tripti Yadav/100000104328,,12406.81,279629.6,100000104328
05152204727,Daksh Karnik,+919506068536,04/06/2026 22:03:33,UPI/tripti506@hdfc/Tripti Yadav/100000104584,,765.95,280395.55,100000104584
05152204727,Daksh Karnik,+919506068536,05/06/2026 00:39:13,RTGS/Nihal Shere/100000106622,4668.86,,275726.69,100000106622
05152204727,Daksh Karnik,+919506068536,05/06/2026 21:11:01,UPI/janya134@icic/Janya Gaba/100000106566,,5095.37,280822.06,100000106566
05152204727,Daksh Karnik,+919506068536,06/06/2026 04:57:59,RTGS/Dominic Kakar/100000105706,2742.29,,278079.77,100000105706
05152204727,Daksh Karnik,+919506068536,06/06/2026 11:09:03,NEFT/Dominic Kakar/100000104253,,2534.58,280614.35,100000104253
05152204727,Daksh Karnik,+919506068536,06/06/2026 12:10:19,NEFT/Fariq Kaul/100000105265,,27978.76,308593.11,100000105265
05152204727,Daksh Karnik,+919506068536,06/06/2026 22:29:01,NEFT/Nihal Shere/100000106904,33682.44,,274910.67,100000106904
