Account Number,Account Name,Customer Mobile,Transaction Date,Narration,Debit,Credit,Balance,Ref No
367136959440,Chakradev Kari,+916969379237,01/06/2026 04:21:37,IMPS/Arunima Dugal/100000066936,4582.3,,381488.33,100000066936
367136959440,Chakradev Kari,+916969379237,02/06/2026 20:56:00,NEFT/Janaki Handa/100000068288,,7065.28,388553.61,100000068288
367136959440,Chakradev Kari,+916969379237,03/06/2026 14:08:57,RTGS/Janaki Handa/100000067398,39561.69,,348991.92,100000067398
367136959440,Chakradev Kari,+916969379237,03/06/2026 17:06:09,IMPS/Gayathri Chaudry/100000068114,,20256.71,369248.63,100000068114
367136959440,Chakradev Kari,+916969379237,03/06/2026 17:41:58,UPI/simon125@utib/Simon Tata/100000066853,5557.53,,363691.1,100000066853
367136959440,Chakradev Kari,+916969379237,04/06/2026 17:58:07,UPI/lajita17@sbin/Lajita Mall/100000067850,,38621.19,402312.29,100000067850
367136959440,Chakradev Kari,+916969379237,05/06/2026 03:16:05,NEFT/Liam Koshy/100000067976,35380.16,,366932.13,100000067976
367136959440,Chakradev Kari,+916969379237,06/06/2026 07:51:28,NEFT/Tripti Yadav/100000068228,,24339.81,391271.94,100000068228
367136959440,Chakradev Kari,+916969379237,06/06/2026 15:05:05,RTGS/Rushil Saini/100000066394,,5691.05,396962.99,100000066394
367136959440,Chakradev Kari,+916969379237,07/06/2026 12:50:54,NEFT/Janaki Handa/100000067112,,22523.21,419486.2,100000067112
367136959440,Chakradev Kari,+916969379237,07/06/2026 23:11:56,RTGS/Lajita Mall/100000069049,,38463.37,457949.57,100000069049
367136959440,Chakradev Kari,+916969379237,08/06/2026 03:34:22,IMPS/Diya Rattan/100000067032,5873.19,,452076.38,100000067032
367136959440,Chakradev Kari,+916969379237,08/06/2026 17:26:27,UPI/aryan285@hdfc/Aryan Maharaj/100000067357,39599.39,,412476.99,100000067357
367136959440,Chakradev Kari,+916969379237,09/06/2026 01:17:45,IMPS/Nathaniel Sami/100000068270,18458.8,,394018.19,100000068270
367136959440,Chakradev Kari,+916969379237,09/06/2026 04:28:09,NEFT/Nathaniel Sami/100000067207,25853.71,,368164.48,100000067207
367136959440,Chakradev Kari,+916969379237,09/06/2026 12:03:48,RTGS/Arunima Dugal/100000068025,42910.21,,325254.27,100000068025
367136959440,Chakradev Kari,+916969379237,09/06/2026 14:35:05,RTGS/Rushil Saini/100000131646,586267.79,,-261013.52,100000131646
367136959440,Chakradev Kari,+916969379237,11/06/2026 00:24:03,NEFT/Janaki Handa/100000068772,21914.51,,-282928.03,100000068772
367136959440,Chakradev Kari,+916969379237,12/06/2026 03:48:38,UPI/janya98@punb/Janya Gaba/100000066581,28499.37,,-311427.4,100000066581
367136959440,Chakradev Kari,+916969379237,12/06/2026 05:05:41,UPI/diya596@punb/Diya Rattan/100000068823,,18814.71,-292612.69,100000068823
367136959440,Chakradev Kari,+916969379237,12/06/2026 11:29:23,RTGS/Liam Koshy/100000067282,13750.43,,-306363.12,100000067282
367136959440,Chakradev Kari,+916969379237,12/06/2026 18:54:57,NEFT/Nihal Shere/100000067567,,31653.09,-274710.03,100000067567
367136959440,Chakradev Kari,+916969379237,13/06/2026 10:56:35,IMPS/Lajita Mall/100000068930,22128.95,,-296838.98,100000068930
367136959440,Chakradev Kari,+916969379237,13/06/2026 20:22:13,IMPS/Udant Dewan/100000066914,,44334.21,-252504.77,100000066914
367136959440,Chakradev Kari,+916969379237,14/06/2026 18:01:50,NEFT/Fariq Kaul/100000067252,35922.3,,-288427.07,100000067252
367136959440,Chakradev Kari,+916969379237,15/06/2026 06:38:08,IMPS/Tara Dhar/100000068676,39612.59,,-328039.66,100000068676
367136959440,Chakradev Kari,+916969379237,15/06/2026 11:10:03,IMPS/Udant Dewan/100000068132,48222.15,,-376261.81,100000068132
367136959440,Chakradev Kari,+916969379237,15/06/2026 13:56:37,UPI/ayushman474@utib/Ayushman Chander/100000067701,,7079.24,-369182.57,100000067701
367136959440,Chakradev Kari,+916969379237,16/06/2026 01:12:41,UPI/daksh631@icic/Daksh Karnik/100000068663,41681.59,,-410864.16,100000068663
367136959440,Chakradev Kari,+916969379237,16/06/2026 04:18:17,NEFT/Viraj Tiwari/100000067492,30077.54,,-440941.7,100000067492
367136959440,Chakradev Kari,+916969379237,16/06/2026 13:31:12,NEFT/Arunima Dugal/100000067389,,32543.9,-408397.8,100000067389
367136959440,Chakradev Kari,+916969379237,16/06/2026 18:42:04,RTGS/Aryan Maharaj/100000066357,9519.92,,-417917.72,100000066357
367136959440,Chakradev Kari,+916969379237,17/06/2026 08:34:28,UPI/gayathri263@hdfc/Gayathri Chaudry/100000066532,46982.72,,-464900.44,100000066532
367136959440,Chakradev Kari,+916969379237,17/06/2026 16:30:41,IMPS/Saumya Mall/100000067606,,36542.27,-428358.17,100000067606
367136959440,Chakradev Kari,+916969379237,18/06/2026 01:14:15,RTGS/Fariq Kaul/100000068733,32103.32,,-460461.49,100000068733
367136959440,Chakradev Kari,+916969379237,18/06/2026 17:27:07,IMPS/Daksh Karnik/100000067902,,9281.81,-451179.68,100000067902
367136959440,Chakradev Kari,+916969379237,18/06/2026 21:28:34,RTGS/Anamika Kanda/100000066444,36866.95,,-488046.63,100000066444
367136959440,Chakradev Kari,+916969379237,19/06/2026 04:05:39,UPI/fariq240@utib/Fariq Kaul/100000068151,40062.07,,-528108.7,100000068151
367136959440,Chakradev Kari,+916969379237,20/06/2026 02:16:29,UPI/simon125@utib/Simon Tata/100000067068,33045.61,,-561154.31,100000067068
